URL,Price,Component_Type,_Best Seller Ranking,Model_Brand,Model_Series,Model_Model,Model_Packaging,Performance_InterfaceInterface,Performance_Capacity,Performance_NAND Flash Memory Type,Performance_Recording Technology,Performance_RPMRPM,Performance_CacheCache,Features_Features,Features_Usage,Dimensions_Form FactorForm Factor,Dimensions_Height (maximum),Dimensions_Width (maximum),Dimensions_Length (maximum),Additional Information_Date First Available,Performance_Average LatencyAverage Latency,Model_Part Number
https://www.newegg.com/seagate-barracuda-st24000dm001-24tb-for-daily-computing-7200-rpm/p/N82E16822185109,299,HDD,#1 in Desktop Internal Hard Drives,Seagate,BarraCuda,ST24000DM001,Bare Drive,SATA 6.0Gb/s,24TB,,CMR,7200 RPM,512MB,"Store more, compute faster, and do it confidently with the proven reliability of BarraCuda® internal hard drives. Build a powerhouse gaming computer or desktop setup with a variety of capacities and form factors. Use this go-to SATA hard drive solution for nearly every PC application—from music to video to photo editing to PC gaming. Confidently rely on internal hard drive technology backed by 20 years of innovation. Migrate and clone data from old drives with ease, using our free Seagate DiscWizard™ software tool. Enjoy long-term peace of mind with the included two-year limited warranty.",For Daily Computing,"3.5""",26.10mm,101.85mm,147.00mm,"March 20, 2025",,
https://www.newegg.com/seagate-barracuda-st20000dm001-20tb-for-daily-computing-7200-rpm/p/N82E16822185110,229,HDD,#4 in Desktop Internal Hard Drives,Seagate,BarraCuda,ST20000DM001,Bare Drive,SATA 6.0Gb/s,20TB,,CMR,7200 RPM,512MB,"Store more, compute faster, and do it confidently with the proven reliability of BarraCuda® internal hard drives. Build a powerhouse gaming computer or desktop setup with a variety of capacities and form factors. Use this go-to SATA hard drive solution for nearly every PC application—from music to video to photo editing to PC gaming. Confidently rely on internal hard drive technology backed by 20 years of innovation. Migrate and clone data from old drives with ease, using our free Seagate DiscWizard™ software tool. Enjoy long-term peace of mind with the included two-year limited warranty.",For Daily Computing,"3.5""",26.10mm,101.85mm,147.00mm,"March 26, 2025",,
https://www.newegg.com/seagate-barracuda-st2000dm008-2tb-for-daily-computing-7200-rpm/p/N82E16822184773,68,HDD,#5 in Desktop Internal Hard Drives,Seagate,BarraCuda,ST2000DM008,Bare Drive,SATA 6.0Gb/s,2TB,,,7200 RPM,256MB,"Versatile HDDs for all your PC needs bring you industry-leading excellence in personal computing. For over 20 years the BarraCuda family has delivered super-reliable storage for the hard drive industry. Capacities up to 8TB for desktops, BarraCuda leads the market with the widest range of storage options available. Advanced Power modes help save energy without sacrificing performance. SATA 6Gb/s interface optimizes burst performance.",For Daily Computing,"3.5""",20.20mm,101.85mm,146.99mm,"December 27, 2018",,
https://www.newegg.com/red-plus-wd120efbx-12tb-hard-drives-for-nas-systems-7200-rpm/p/N82E16822234466,239,HDD,#7 in Desktop Internal Hard Drives,WD,Red Plus,WD120EFBX,,SATA 6.0Gb/s,12TB,Hard Drives,CMR,7200 RPM,256MB,"Tackle Intensity with WD Red Plus Packed with power to handle the small- to medium-sized business NAS environments and increased workloads for SOHO customers, WD Red Plus is ideal for archiving and sharing, as well as RAID array rebuilding on systems using ZFS and other file systems. Built and tested for up to 8-bay NAS systems, these drives give you the flexibility, versatility, and confidence in storing and sharing your precious home and work files. For Small or Medium Businesses Stream, backup, share, and organize your digital content with a NAS and WD Red Plus drives designed to effortlessly share content with the devices at your home or business. NASware 3.0 technology increases your drives' compatibility with your existing network and devices. For larger businesses with up to 24 bays, count on WD Red Pro drives to deliver exceptional performance. Exclusive NASware 3.0 Not just any drive will do. Get up to 112TB of capacity in your 8-bay NAS system and with Western Digital's exclusive NASware 3.0 technology, you can optimize each and every drive. Built into every WD Red Plus hard drive, NASware 3.0's advanced technology improves storage performance by increasing compatibility, integration, upgradeability, and reliability. Built for Optimum NAS Compatibility WD Red Plus drives with NASware technology takes the guesswork out of selecting a drive. Optimized for NAS systems, our unique algorithm balances performance and reliability in NAS and RAID environments. Simply put, a WD Red Plus drive is one of the most compatible drives available for NAS enclosures. But don't take our word for it. WD Red Plus drives are a reflection of extensive NAS partner technology engagement and compatibility-testing. WD Red Pro for Big Business If you're looking for heavy duty performance for NAS, WD Red Pro drives deliver exceptional performance for the medium to large business customer with extreme demands.",For NAS systems,"3.5""",26.10mm,101.60mm,147.00mm,"February 26, 2021",,
https://www.newegg.com/seagate-barracuda-st4000dm004-4tb-for-daily-computing-5400-rpm/p/N82E16822179299,84,HDD,#9 in Desktop Internal Hard Drives,Seagate,BarraCuda,ST4000DM004,Bare Drive,SATA 6.0Gb/s,4TB,,,5400 RPM,256MB,"Versatile HDDs for all your PC needs bring you industry-leading excellence in personal computing. For over 20 years the BarraCuda family has delivered super-reliable storage for the hard drive industry. Capacities up to 4TB for desktops, BarraCuda leads the market with the widest range of storage options available. Advanced Power modes help save energy without sacrificing performance.1 SATA 6Gb/s interface optimizes burst performance.1 Seagate Secure models provide Self-Encrypting Drive (SED) hardware-based data security and deliver an Instant Secure Erase feature for safe, fast and easy drive retirement. They meet NIST 800-88 media sanitization specification and also support the Trusted Computer Group (TCG) Opal standard.2 1 Performance may vary depending on user's hardware configuration and operating system. 2 Seagate Secure models are not available in all countries. May require TCG-compliant host or controller support.",For Daily Computing,"3.5""",20.17mm,101.60mm,146.99mm,"May 31, 2017",,
https://www.newegg.com/seagate-ironwolf-pro-st16000nt001-16tb-enterprise-nas-hard-drives-7200-rpm/p/N82E16822185073,299,HDD,#11 in Desktop Internal Hard Drives,Seagate,IronWolf Pro,ST16000NT001,Bare Drive,SATA 6.0Gb/s,16TB,,CMR,7200 RPM,256MB,"Optimized for NAS with AgileArray AgileArray uses dual-plane balancing and time-limited error recovery (TLER) to deliver best-in-class RAID performance in multi-bay systems. Always On, Always Accessible IronWolf Pro drives are designed for 24x7 performance, allowing users to access their data anytime, anywhere. All-CMR Portfolio All IronWolf Pro drives utilize conventional magnetic recording (CMR) technology for consistent, best-in-class NAS performance. Up to 20TB Broad range of high-performance capacity options to deliver scalable and costefficient storage solutions. Built Tough IronWolf Pro drives are rated for up to 550TB/year workload rate, allowing commercial and enterprise NAS users to seamlessly store, share, and collaborate on large amounts of data over a network. Rotational Vibration (RV) sensors Built-in RV sensors coupled with dynamic fly-height technology correct for external vibration to deliver consistently high performance and reliability in multi-bay systems. IronWolf Health Management (IHM)1 Actively protect your data with prevention, intervention, and recovery recommendations to ensure peak system health. Peace of mind with Data Recovery2 IronWolf Pro drives include three years of complimentary Rescue Data Recovery Services so users don't incur high recovery costs. Inhouse secure facilities with an industry-leading 95% success rate enable data recovery in the event of accidental data corruption or drive damage. 1 IHM is enabled on all leading NAS systems. Please check with your NAS vendor or a Seagate sales representative for more details. 2 Rescue Data Recovery Services are not available in some countries. Contact your Seagate sales representative for further details.",Enterprise NAS Hard Drives,"3.5""",26.11mm,101.85mm,146.99mm,"March 25, 2025",,
https://www.newegg.com/seagate-exos-x18-st14000nm000j-14tb/p/N82E16822185027,292,HDD,#12 in Desktop Internal Hard Drives,Seagate,Exos X18,ST14000NM000J,,SATA 6.0Gb/s,14TB,Hard Drive,,7200 RPM,256MB,"Market-leading 18TB HDD offering the highest capacity available for more petabytes per rack* Highly reliable performance with enhanced caching, making it the logical choice for cloud data centre and massive scale-out data centre applications Hyperscale SATA model tuned for large data transfers and low latency PowerBalance feature optimises Watts/TB Maximise total cost of ownership savings through lower power and weight with helium sealed-drive design Proven helium side-sealing weld technology for added handling robustness and leak protection Digital environmental sensors to monitor internal drive conditions for optimal operation and performance Data protection and security - Seagate Secure features for safe, affordable, fast and easy drive retirement * Compared to 14TB competitive product.",For Enterprise Storage,"3.5""",26.10mm,101.85mm,147.00mm,"January 25, 2022",4.16ms,
https://www.newegg.com/seagate-exos-x18-st16000nm000j-16tb/p/1Z4-002P-022S9,299,HDD,#15 in Desktop Internal Hard Drives,Seagate,Exos X18,ST16000NM000J,Bare Drive,SATA 6.0Gb/s,16TB,Hard Drive,,7200 RPM,256MB,"Market-leading 18TB HDD offering the highest capacity available for more petabytes per rack* Highly reliable performance with enhanced caching, making it the logical choice for cloud data centre and massive scale-out data centre applications Hyperscale SATA model tuned for large data transfers and low latency PowerBalance feature optimises Watts/TB Maximise total cost of ownership savings through lower power and weight with helium sealed-drive design Proven helium side-sealing weld technology for added handling robustness and leak protection Digital environmental sensors to monitor internal drive conditions for optimal operation and performance Data protection and security - Seagate Secure features for safe, affordable, fast and easy drive retirement * Compared to 14TB competitive product.",For Enterprise Storage,"3.5""",26.10mm,101.85mm,147.00mm,"June 24, 2021",4.16ms,
https://www.newegg.com/seagate-ironwolf-st4000vn006-4tb-hard-drive-for-nas-systems-5400-rpm/p/N82E16822185030,84,HDD,#16 in Desktop Internal Hard Drives,Seagate,IronWolf,ST4000VN006,,SATA 6.0Gb/s,4TB,Hard Drive,CMR,5400 RPM,256MB,"Optimized for NAS with AgileArray enables Dual-Plane Balancing and Time-Limited Error Recovery to deliver best-in-class RAID performance in multi-bay systems. Always On, Always Accessible IronWolf drives are designed for 24x7 usage, allowing users to access their data any time, anywhere. All-CMR Portfolio All IronWolf drives utilize Conventional Magnetic Recording (CMR) technology for consistent, best-in-class NAS performance. Up to 18TB Broad range of capacity options to deliver scalable and cost-efficient storage solutions. Built Tough IronWolf drives are rated for 180TB/year workload, allowing consumer and commercial NAS users to seamlessly store and work with large amounts of networked data. Rotational Vibration (RV) sensors1. Built-in RV sensors for vibration tolerance and consistent performance in multi-bay systems. IronWolf Health Management (IHM)2 Actively protect your NAS data with Prevention, Intervention, and Recovery recommendations to ensure peak system health. Peace of mind with Data Recovery3 IronWolf drives include three years of complimentary Rescue Data Recovery Services - in-house secure facilities, with an industry-leading recovery rate of 95% - so you do not have to incur high recovery costs in the event of accidental data corruption or drive damage. 1 Refer to specifications table for models supported. 2 IHM is enabled on all leading NAS systems. Please check with your NAS vendor or a Seagate sales representative for more details. 3 Rescue services not available in all countries. Contact your Seagate sales representative for further details.",For NAS systems,"3.5""",20.20mm,101.85mm,146.99mm,"May 23, 2022",,
https://www.newegg.com/seagate-ironwolf-pro-st20000nt001-20tb-enterprise-nas-hard-drives-7200-rpm/p/N82E16822185071,399,HDD,#17 in Desktop Internal Hard Drives,Seagate,IronWolf Pro,ST20000NT001,,SATA 6.0Gb/s,20TB,,CMR,7200 RPM,256MB,"Optimized for NAS with AgileArray AgileArray uses dual-plane balancing and time-limited error recovery (TLER) to deliver best-in-class RAID performance in multi-bay systems. Always On, Always Accessible IronWolf Pro drives are designed for 24x7 performance, allowing users to access their data anytime, anywhere. All-CMR Portfolio All IronWolf Pro drives utilize conventional magnetic recording (CMR) technology for consistent, best-in-class NAS performance. Up to 20TB Broad range of high-performance capacity options to deliver scalable and costefficient storage solutions. Built Tough IronWolf Pro drives are rated for up to 550TB/year workload rate, allowing commercial and enterprise NAS users to seamlessly store, share, and collaborate on large amounts of data over a network. Rotational Vibration (RV) sensors Built-in RV sensors coupled with dynamic fly-height technology correct for external vibration to deliver consistently high performance and reliability in multi-bay systems. IronWolf Health Management (IHM)1 Actively protect your data with prevention, intervention, and recovery recommendations to ensure peak system health. Peace of mind with Data Recovery2 IronWolf Pro drives include three years of complimentary Rescue Data Recovery Services so users don't incur high recovery costs. Inhouse secure facilities with an industry-leading 95% success rate enable data recovery in the event of accidental data corruption or drive damage. 1 IHM is enabled on all leading NAS systems. Please check with your NAS vendor or a Seagate sales representative for more details. 2 Rescue Data Recovery Services are not available in some countries. Contact your Seagate sales representative for further details.",Enterprise NAS Hard Drives,"3.5""",26.11mm,101.85mm,146.99mm,"January 16, 2023",,
https://www.newegg.com/seagate-ironwolf-st12000vn0008-12tb/p/1JW-001N-00027,239,HDD,#18 in Desktop Internal Hard Drives,Seagate,IronWolf,NE-ST12000VN0008,Bare Drive,SATA 6.0Gb/s,12TB,Hard Drive,CMR,7200 RPM,256MB,"Optimized for NAS with AgileArray. AgileArray enables dual-plane balancing and RAID optimization in multi-bay environments, with the most advanced power management possible. Actively protect your NAS with IronWolf Health Management focusing on prevention, intervention, and recovery. High performance means no lag time or downtime for users during workload traffic for the NAS. Seagate leads the competition with the highest-performing NAS drive portfolio. Rotational Vibration (RV) sensors. First in its class of drives to include RV sensors to maintain high performance in multi-drive NAS enclosures.* * Included on 4, 6, 8, 10, 12, 14, and 16TB models. Range of capacities up to 16TB. More capacity options means more choices that will fit within the budget. Seagate provides a scalable solution for any NAS use-case scenario. Do more in multi-user environments. IronWolf provides a workload rate of 180TB/year. Multiple users can confidently upload and download data to the NAS server, knowing IronWolf can handle the workload, whether you are a creative professional or a small business. Designed for always-on, always-accessible 24x7 performance. Access data on your NAS any time, remotely or on site. 1M hours MTBF represents an improved total cost of ownership (TCO) over desktop drives with reduced maintenance costs.",For NAS systems,"3.5""",26.11mm,101.85mm,146.99mm,"March 07, 2025",,
https://www.newegg.com/seagate-exos-x18-st18000nm000j-18tb/p/1B4-00VK-00616,329,HDD,#19 in Desktop Internal Hard Drives,Seagate,Exos X18,ST18000NM000J,,SATA 6.0Gb/s,18TB,Hard Drive,,7200 RPM,256MB,"Market-leading 18TB HDD offering the highest capacity available for more petabytes per rack Highly reliable performance with enhanced caching, making it the logical choice for cloud data center and massive scale-out data center applications Hyperscale SATA model tuned for large data transfers and low latency PowerBalance feature optimizes Watts/TB Maximize total cost of ownership savings through lower power and weight with helium sealed-drive design Proven helium side-sealing weld technology for added handling robustness and leak protection Digital environmental sensors to monitor internal drive conditions for optimal operation and performance Data protection and security - Seagate Secure features for safe, affordable, fast, and easy drive retirement Proven enterprise-class reliability backed by 2.5M-hr MTBF rating",For Enterprise Storage,"3.5""",26.10mm,101.85mm,147.00mm,"October 26, 2020",4.16ms,
https://www.newegg.com/seagate-ironwolf-pro-st12000nt001-12tb-enterprise-nas-hard-drives-7200-rpm/p/N82E16822185075,241,HDD,#21 in Desktop Internal Hard Drives,Seagate,IronWolf Pro,ST12000NT001,,SATA 6.0Gb/s,12TB,,CMR,7200 RPM,256MB,"Optimized for NAS with AgileArray AgileArray uses dual-plane balancing and time-limited error recovery (TLER) to deliver best-in-class RAID performance in multi-bay systems. Always On, Always Accessible IronWolf Pro drives are designed for 24x7 performance, allowing users to access their data anytime, anywhere. All-CMR Portfolio All IronWolf Pro drives utilize conventional magnetic recording (CMR) technology for consistent, best-in-class NAS performance. Up to 20TB Broad range of high-performance capacity options to deliver scalable and costefficient storage solutions. Built Tough IronWolf Pro drives are rated for up to 550TB/year workload rate, allowing commercial and enterprise NAS users to seamlessly store, share, and collaborate on large amounts of data over a network. Rotational Vibration (RV) sensors Built-in RV sensors coupled with dynamic fly-height technology correct for external vibration to deliver consistently high performance and reliability in multi-bay systems. IronWolf Health Management (IHM)1 Actively protect your data with prevention, intervention, and recovery recommendations to ensure peak system health. Peace of mind with Data Recovery2 IronWolf Pro drives include three years of complimentary Rescue Data Recovery Services so users don't incur high recovery costs. Inhouse secure facilities with an industry-leading 95% success rate enable data recovery in the event of accidental data corruption or drive damage. 1 IHM is enabled on all leading NAS systems. Please check with your NAS vendor or a Seagate sales representative for more details. 2 Rescue Data Recovery Services are not available in some countries. Contact your Seagate sales representative for further details.",Enterprise NAS Hard Drives,"3.5""",26.11mm,101.85mm,146.99mm,"October 14, 2024",,
https://www.newegg.com/seagate-barracuda-st1000dm010-1tb/p/N82E16822179010,39,HDD,#24 in Desktop Internal Hard Drives,Seagate,BarraCuda,ST1000DM010,Bare Drive,SATA 6.0Gb/s,1TB,,,7200 RPM,64MB,"Versatile HDDs for all your PC needs bring you industry-leading excellence in personal computing. For over 20 years the BarraCuda family has delivered super-reliable storage for the hard drive industry. Capacities up to 8TB for desktops, BarraCuda leads the market with the widest range of storage options available. Advanced Power modes help save energy without sacrificing performance. SATA 6Gb/s interface optimizes burst performance. Best-Fit Applications - Desktop or all-in-one PCs - Home servers - Entry-level direct-attached storage devices (DAS)",For Daily Computing,"3.5""",19.99mm,101.85mm,146.99mm,"April 18, 2023",,
https://www.newegg.com/blue-wd40ezax-4tb-for-daily-computing-5400-rpm/p/N82E16822234536,69,HDD,#25 in Desktop Internal Hard Drives,WD,Blue,WD40EZAX,,SATA 6.0Gb/s,4TB,,CMR,5400 RPM,256MB,,For Daily Computing,"3.5""",26.10mm,101.60mm,147.00mm,"February 17, 2023",,
https://www.newegg.com/blue-wd80eaaz-8tb/p/1Z4-0002-01NP8,139,HDD,#27 in Desktop Internal Hard Drives,WD,Blue,WD80EAAZ,,SATA 6.0Gb/s,8TB,,,5640 RPM,256MB,,,"3.5""",1.03in,4.00in,5.79,"January 25, 2024",,
https://www.newegg.com/synology-hat3310-16t-16tb-for-nas-systems-7200-rpm/p/N82E16822108844,319,HDD,#28 in Desktop Internal Hard Drives,Synology,,HAT3310-16T,Retail,SATA 6.0Gb/s,16TB,,,7200 RPM,512MB,,For NAS systems,"3.5""",26.11mm,101.85mm,147mm,"May 28, 2024",,
