URL,Price,Component_Type,_Best Seller Ranking,Model_Brand,Model_Model,Details_TypeType,Details_Color,Details_Case Material,Details_With Power Supply,Details_Power Supply MountedPower Supply Mounted,Details_Motherboard CompatibilityMotherboard Compatibility,Details_Side Panel WindowSide Panel Window,Details_Dust FiltersDust Filters,"Expansion_Internal 3.5"" Drive Bays","Expansion_Internal 2.5"" Drive Bays",Expansion_Expansion SlotsExpansion Slots,Front Panel Ports_Front Ports,Cooling System_Fan Options,Cooling System_Radiator Options,Dimensions & Weight_Max GPU Length,Dimensions & Weight_Max CPU Cooler Height,Dimensions & Weight_Max PSU Length,Dimensions & Weight_Dimensions (H x W x D),Dimensions & Weight_Weight,Additional Information_Date First Available,Model_Series,Model_Part Number,Details_LEDLED,"Expansion_External 5.25"" Drive Bays",Additional Info_Features,Additional Info_Package Content,"Expansion_External 3.5"" Drive Bays",Details_Power Supply,Cooling System_140mm Fans
https://www.newegg.com/p/2AM-000Z-000C1,172,case,#21 in Computer Cases,LIAN LI,O11DERGBW,ATX / Micro ATX Mid Tower,White,"Steel, Aluminum, Tempered glass",No,,EATX(under 280mm)/ATX/MICRO-ATX/MINI-ITX,Yes,1 x Bottom,"Hard Drive Cage: 2 X 3.5"" HDD or 2.5"" SSD Side fan Bracket: 2 X 3.5"" HDD or 4x 2.5"" SSD","Behind MB Tray: 2 X 2.5"" SSD",,"2 x USB 3.0, 1 x Audio, 3 x Buttons",Side: 120mm x3 / 140mm x3 Bottom: 120mm x3/ 140mm x3 Rear: 120 mm x1 Top: 120mm x3 / 140mm x3,Side: 360 / 280 /240 Bottom: 360 / 280 /240 Top: 360/ 420 /240,455.7 mm(Max),167 mm(Max),ATX(under 220 mm),478 x (W) 290 x (H) 471 mm,17.2 kg,"January 22, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-000Z-000D8,129,case,#17 in Computer Cases,LIAN LI,O11VPX,E-ATX Mid Tower Chassis,Black,Steel 4.0mm Tempered Glass 3.0mm Tempered Glass Aluminum,No,,ATX / ITX / Micro ATX,,,"2 x 3.5"" HDD or 2.5"" SSD (Hard Drive Cage)","2 x 2.5"" SSD (Behind MB Tray)",,2 x USB 3.0 / 1 x USB 3.1 TYPE-C / 1 x Audio,Top: 3 x 120mm or 2 x 140mm Side: 3 x 120mm Bottom: 3 x 120mm or 2 x 140mm Rear: 2 x 120mm,Bottom - Up to 360mm / Side - Up to 360mm / Top - Up to 280mm / Top - Up to 360mm,408 mm,167 mm,220 mm,446 x 286.5 x 445.4 mm,,"October 22, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-00CN-00033,69,case,#23 in Computer Cases,Montech,AIR 100,Micro ATX / Mini-ITX,Black,,No,Bottom,Micro ATX / Mini ITX,Yes,,2,2,4,"1 x USB 2.0, 2 x USB 3.0, 2 x Audio",Front - 2 x 140mm / Front - 3 x 120mm / Rear - 1 x 120mm / Top - 2 x 120mm / Top - 2 x 140mm,Front - Up to 280mm / Rear - Up to 120mm / Top - Up to 240mm,330 mm,161 mm,160 mm,,,"March 14, 2023",,,ARGB,,,,,,
https://www.newegg.com/black-fractal-design-pop-xl-air-rgb-atx-full-tower/p/N82E16811352180,109,case,#7 in Computer Cases,Fractal Design,Pop XL Air,ATX Full Tower,Black,Steel / Tempered Glass,No,Bottom,Micro ATX / ATX / Mini ITX / E-ATX (max 280 mm),Yes,,4 (3 Included),4 (2 included),8,"2 x USB 3.0, 2 x Audio, Optional USB 3.2 Gen 2x2 Type-C via upgrade kit (sold separately)",Front: 3 x 120mm (3 x Aspect 12 RGB included) / 2 x 140mm fan Top: 2 x 120mm / 2 x 140mm fan Rear: 1 x 120mm (1 x Aspect 12 RGB included) / 1 x 140mm fan,Front: 360mm Top: 280mm Rear: 140mm,455 mm with front fan mounted,185 mm,205 mm,"20.47"" x 9.06"" x 20.55""",21.27 lbs.,"June 29, 2022",Pop XL Air RGB,FD-C-POR1X-06,RGB,2,"Accommodates E-ATX (up to 280 mm) / ATX / mATX / Mini ITX Motherboards Easily mounted tempered glass side panel lets you showcase your components Up to four HDDs and six SSDs (or three HDDs and five SSDs with one optical bay in use) Comes with four 120 mm Aspect RGB fans (and supports two more for a total of six) Holds radiators up to 360 mm in the front, 280 mm in the top and 140 mm in the rear Two neatly concealed 5.25"" bays with storage drawer and magnetic cover The easy-to-clean front mesh acts as a dust filter while allowing high airflow Front I/O comes with two 3.0 USB 5 Gb/s ports, Mic and headphone jacks Newly developed addressable RGB controller and RGB power LEDs Optional USB-C upgrade kit (available separately) adds a full speed USB Type-C front port Comes with three ultra-versatile storage trays, each supporting a 3.5"" and a 2.5"" drive simultaneously Easy cable management with multiple tie-down points, pre-mounted velcro straps and convenient extra-large pass-through holes Unique, hexagonally patterned mesh front creates a striking visual effect Dedicated SSD bracket for 2x 2.5"" drives Radiator support: Front - 360/280 mm (155 mm max width), Rear - 120/140 mm, Top - 240/280 mm (68 mm max MB component height)",Pop XL Air case Accessory bag User manual,,,
https://www.newegg.com/black-phanteks-ph-nv523tg-dbk02-atx-mid-tower/p/N82E16811854137,131,case,#31 in Computer Cases,Phanteks,NV5 MK2,ATX Mid Tower,Black,Steel / Tempered Glass,No,,"ATX, Rear-Connect ATX, micro-ATX, mini-ITX, E-ATX (up to 280mm without GPU Support Bracket)",Front and Side Tempered Glass,,3,4,7,"2 x USB 3.0, USB-C Gen 2, 1 x Audio",Bottom - 1 x 120mm / Rear - 1 x 120mm / Side - 3 x 120mm / Top - 3 x 120mm,Rear - Up to 120mm / Side - Up to 360mm / Top - Up to 360mm,"440 mm Length, 170 mm Width",180 mm,230 mm,"528 x 239 x 477 mm / 20.8"" x 9.4"" x 18.8""",11.28 kg / 24.9 lbs.,"July 01, 2024",,PH-NV523TG_DBK02,RGB,,,NV5 Chassis 1 x D-RGB Controller 1 x Storage Door 1 x GPU Support Bracket Accessory Box 6 x Zip ties 22 x MB/SSD Screw 4 x Thumb Screw 12 x HDD+Case Screw 1 x Standoff Removal Tool 1 x MB stand-off 4 x PSU Screw,,,
https://www.newegg.com/limestone-thermaltake-tower-300-series-micro-atx-tower-chassis/p/N82E16811133541,109,case,#97 in Computer Cases,Thermaltake,CA-1Y4-00SIWN-00,Micro-ATX Tower Chassis,Limestone,SPCC,No,Bottom,"Mini ITX (6.7"" x 6.7"")/Micro ATX (9.6"" x 9.6"")",3mm Thick Tempered Glass x 3 (Front/Left/Right),,,,4,"1 x USB 3.2 Gen 2 Type-C, 2 x USB 3.0, 1 x Audio","Top:2 x 120mm, 1 x 120mm, 2 x 140mm, 1 x 140mm Rear: 2 x 120mm, 1 x 120mm, 2 x 140mm, 1 x 140mm Right Side(In front of M/B Tray): 3 x 120mm, 2 x 120mm, 1 x 120mm, 3 x 140mm, 2 x 140mm, 1 x 140mm Bottom(On the power cover): 1 x 120mm, 1 x 140mm Pre-installed fans: Top: 140 x 140 x 25 mm CT140 fan (1500rpm, 30.5 dBA ) x 2","Right Side(In front of M/B Tray): 1 x 360mm, 1 x 240mm, 1 x 120mm, 1 x 420mm, 1 x 280mm, 1 x 140mm",280mm(With radiator on the right side) / 400mm(Without radiator on the right side),210 mm,220 mm,22.5 x 14 x 11.5 inch,18.3 lbs,"July 11, 2024",Tower 300 Series,,,,,,"3 x 2.5"" or  3 x 3.5""",,
https://www.newegg.com/p/N82E16811353262,56,case,#84 in Computer Cases,DIYPC,ARGB-G5-BK,Micro ATX Tower,Black,Steel / Tempered Glass,No,Bottom,Micro ATX / Mini-ITX,Yes,,1,2,4,2 x USB 2.0 / 1 x USB 3.0 / Audio In & Out (HD),Top: 2 x 120mm or 2 x 140mm fan (Optional) Front: 3 x 120mm ARGB Fan (pre-installed) Rear: 1 x 120mm ARGB LED fan (pre-installed) PSU Top: 2 x 120mm fan (Optional),Rear - Up to 120mm / Top - Up to 360mm,340 mm,165 mm,170 mm,"16.12"" x 8.48"" x 16.8""",,"April 23, 2025",,,ARGB,,"DIYPC ARGB-G5-BK is a Micro ATX gaming case. The minimalist square mesh front panel design highlights the best heat dissipation performance and better release of RGB lighting, and the rectangular structure body shape of the mid-tower chassis coexists with practicality and beauty. 2 ways to control RGB Fan Lighting: Either by Manual RGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control RGB lighting. RGB controller is included. Water cooling ready – Top support up to 280mm , rear support 1 x 120mm liquid cooler Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 2.0 / 1 x USB 3.0 for up-to-date high speed data transfer 8 fans capability (3 x 120mm ARGB fan x front, 1 x 120mm ARGB fan x rear pre-installed) provide great cooling and gaming performance Hinged door tempered glass side panel Magnetic dust filter at top - easy clean Support up to 165mm CPU cooler Support up to 360mm VGA card",,,,
https://www.newegg.com/black-thermaltake-tower-300-series-micro-atx-tower-chassis/p/N82E16811133524,148,case,,Thermaltake,CA-1Y4-00S1WN-00,Micro-ATX Tower Chassis,Black,SPCC,No,Bottom,"Mini ITX (6.7"" x 6.7"") Micro ATX (9.6"" x 9.6"")",3mm Thick Tempered Glass x 3 (Front/Left/Right),,3,3,4,"USB 3.2 (Gen 2) Type C x 1, USB 3.0 x 2, HD Audio x 1","Top: 2 x 120mm, 1 x 120mm 2 x 140mm, 1 x 140mm Rear: 2 x 120mm, 1 x 120mm 2 x 140mm, 1 x 140mm Right Side(In front of M/B Tray): 3 x 120mm, 2 x 120mm, 1 x 120mm 3 x 140mm, 2 x 140mm, 1 x 140mm Bottom(On the power cover): 1 x 120mm 1 x 140mm","Right Side(In front of M/B Tray): 1 x 360mm, 1 x 240mm, 1 x 120mm 1 x 420mm, 1 x 280mm, 1 x 140mm",280mm(With radiator on the right side) / 400mm(Without radiator on the right side),210 mm,220 mm,22.5 x 14 x 11.5 inch,18.3 lbs,"February 05, 2024",Tower 300 Series,,,,,,,,
https://www.newegg.com/p/N82E16811147365,79,case,,Rosewill,Helium NAS,ATX Mid Tower,Black,Steel / Plastic,No,Bottom,ATX / ITX / Micro ATX,Mesh,Yes,10,3,7,1 x USB 3.1 Type-C / 2 x USB 3.0 / Audio,"Front: 3 x 120mm, 3 x 140mm (3x 140mm Included) Top: 3 x 120mm, 2 x 140mm Rear: 1x 120mm, 1 x 140mm (1 x 140mm Included)",Front: 360mm / 280mm / 240mm Top: 360mm / 280mm / 240mm Rear: 120mm,280 mm,180 mm,200 mm,,,"February 26, 2025",,,,,"High-Airflow with All Mesh Panels:  Three mesh panels provide massive airflow to your system, ensuring maximum cooling performance. Cable Management System:  A roomy 26mm of space behind the motherboard allows for quick and easy routing of all your major cables, keeping your build clean and organized. Included 4x 140mm PWM Fan Expansive Storage for Your Home Server: Designed to support thirteen hard drives, offering plenty of storage for all your gaming and data needs Modern Front Panel I/O: Features a USB 3.1 Type-C port, USB 3.0 port",,,,
https://www.newegg.com/p/N82E16811970025,139,case,,Montech,,,Black,SPCC / Tempered Glass,,,ATX / Micro ATX / Mini ITX,,,2,2,14,,Bottom - 3 x 120mm / Front - 3 x 120mm / Rear - 2 x 120mm / Top - 3 x 120mm,Bottom - Up to 120mm / Rear - Up to 120mm / Top - Up to 360mm,420 mm,175 mm,200 mm,,,"April 29, 2025",,HS02 PRO (B),ARGB,,,,,,
https://www.newegg.com/p/N82E16811970025,139,case,,Montech,,,Black,SPCC / Tempered Glass,,,ATX / Micro ATX / Mini ITX,,,2,2,14,,Bottom - 3 x 120mm / Front - 3 x 120mm / Rear - 2 x 120mm / Top - 3 x 120mm,Bottom - Up to 120mm / Rear - Up to 120mm / Top - Up to 360mm,420 mm,175 mm,200 mm,,,"April 29, 2025",,HS02 PRO (B),ARGB,,,,,,
https://www.newegg.com/black-phanteks-xt-mid-tower/p/N82E16811854133,95,case,#1 in Computer Cases,Phanteks,PH-XT523P1_DBK01,Mid-Tower,Black,"Steel Chassis, Tempered Glass Window, ABS plastic",,,"ATX, micro-ATX, mini-ITX, E-ATX (up to 280mm wide)","Yes, Side Tempered Glass",,2x (1x if 2x SSD installed),2x (0x if 2x HDD installed),"7 Also support Vertical GPU, with optional bracket PH-VGPUKT4.0_03R/PH-PGPUKT_01","1 x USB 3.0, 1 x USB-C 3.2 Gen 2, 1 x Audio, 2 x Buttons,",Front: 3 x 120mm / 3 x 140mm Top: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm / 1 x 140mm Midplate: 3 x 120mm,Front: Up to 240 (120mm radiator) Top: Up to 360  (120mm radiator) Rear: Up to 120 (120mm radiator),415 mm,184 mm,270 mm,17.7x9.05x19.68 in,18.01lbs,"February 19, 2024",XT,,,,,XT Pro Chassis 1 x Storage Bracket 4 x M25-140_DBK Fan 1 x D-RGB MB Adapter Accessory Box: 30 x Zip ties 30 x MB/SSD Screw 4 x Thumb Screw 8 x HDD Screw 1 x Standoff Tool 1 x MB stand-off 4 x PSU Screw 12 x 30mm Fan Screw,,,
https://www.newegg.com/p/N82E16811129320,179,case,#6 in Computer Cases,Antec,FLUX PRO,E-ATX Full Tower Case,Black,Steel / Plastic / Glass / Wood,No,Bottom,"E-ATX (<=285mm), ATX, Micro-ATX, ITX",4mm Tempered Glass,Bottom,4,2,8,"2 x USB 3.0, 1 x USB 3.1 Type-C, 1 x Audio, Temp. 1 x Display Switch",Front: 3 x 120mm / 3 x 140mm Top: 3 x 120mm / 3 x 140mm Power Supply Shroud: 3 x 120mm Bottom: 2 x 120mm / 2 x 140mm Rear: 1 x 120mm / 1 x 140mm Included Fan(s): 3 x 140mm Tranquil PWM fans in front + 2 x 120mm P12R PWM reverse fans on PSU shroud + 1 x 140mm Tranquil PWM fan in rear,Front: 120 / 140 / 240 / 280 / 360 / 420mm Top: 120 / 140 / 240 / 280 / 360 / 420mm Power Supply Shroud: 120 / 240 / 360mm Bottom: 120 / 240mm Rear: 120 / 140mm,455 mm,190 mm,180 / 300mm (Include cable) (with HDD) 470mm (Include cable) (without HDD) 180mm (Not Include cable) (Side Mount),"21.45"" x 9.64"" x 20.86""",29.98 lbs.,"September 24, 2024",,,,,,,,,
https://www.newegg.com/nzxt-h9-flow-all-white-atx-mid-tower/p/N82E16811146346,164,case,#19 in Computer Cases,NZXT,CM-H91FW-01,ATX Mid Tower,White,"SGCC Steel, Tempered Glass",,,ATX / Micro ATX / Mini ITX,,Bottom / Side / Top,2,4 + 2,7,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C, 1 x Audio,",Side: 3 x 120mm (3 x F Series Quiet 120mm (Case Version) included Top: 3 x 120mm / 2 x 140mm Bottom: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm (1 x F Series Quiet 120mm (Case Version) included) * The pre-installed fans are not RGB or ARGB.,Side: UP to 360mm (120/240/360mm)with push/pull Top: UP to 360mm (120/140/240/280/360mm) Bottom: UP to 360mm (120/140/240/280/360mm) Rear: UP to 120mm,max 435mm,max 165mm,up to 200mm,With Feet: 495mmx290mmx466mm Without Feet: 465mmx290mmx466mm,13.9kg,"January 13, 2023",H9 Flow - All White,,,,Max 10 fans Support & 3 Set Radiators (360mm) All White Sku Uninterrupted glass panel for a clear view of the interior Direct airflow to the GPU for handling high-powered components,,,,
https://www.newegg.com/black-corsair-frame-4000d-rs-argb-atx-mid-tower/p/N82E16811139230,114,case,#35 in Computer Cases,Corsair,,ATX Mid Tower,Black,Steel / Tempered Glass,No,,Mini-ITX/Micro-ATX/ATX/E-ATX(305mm x 277mm),,Bottom / Front / Side,2,4,,,"Front: 3x 120mm, 2x 140mm, 2x 200mm (3x RS120 ARGB Fans Included)/Top: 3x 120mm, 2x 140mm/Side: 3x 120mm, 2x 140mm/PSU Shroud: 2x 120mm","Front: 360mm, 280mm, 240mm/Top: 360mm, 280mm, 240mm/Side: 360mm, 280mm, 240mm/Rear: 120mm, 140mm",430 mm,170 mm,220 mm,,,"January 07, 2025",FRAME 4000D RS ARGB,CC-9011312-WW,Non-LED,,,,,,
https://www.newegg.com/nzxt-h9-flow-all-black-atx-mid-tower/p/N82E16811146347,164,case,#29 in Computer Cases,NZXT,H9 Flow,ATX Mid Tower,Black,"SGCC Steel, Tempered Glass",,,ATX / Micro ATX / Mini ITX,,Bottom / Side / Top,2,4 + 2,7,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C, 1 x Audio,",Side: 3 x 120mm (3 x F Series Quiet 120mm (Case Version) included Top: 3 x 120mm / 2 x 140mm Bottom: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm (1 x F Series Quiet 120mm (Case Version) included) * The pre-installed fans are not RGB or ARGB.,Side: UP to 360mm (120/240/360mm)with push/pull Top: UP to 360mm (120/140/240/280/360mm) Bottom: UP to 360mm (120/140/240/280/360mm) Rear: UP to 120mm,max 435mm,max 165mm,up to 200mm,With Feet: 495mmx290mmx466mm Without Feet: 465mmx290mmx466mm,13.9kg,"April 17, 2023",H9 Flow - All Black,CM-H91FB-01,,,Max 10 fans Support & 3 Set Radiators (360mm) Uninterrupted glass panel for a clear view of the interior Direct airflow to the GPU for handling high-powered components,,,,
https://www.newegg.com/charcoal-black-fractal-design-fd-c-nor1c-01-atx-mid-tower/p/N82E16811352203,139,case,#34 in Computer Cases,Fractal Design,FD-C-NOR1C-01,ATX Mid Tower,Charcoal Black,Steel,No,Bottom,ATX / Micro ATX / Mini ITX,No,Front,3 (2 included),2 dedicated + 3 on drive trays (2 trays included),7,"1 x USB 3.2 Gen 2x2 Type-C, 2 x USB 3.0, 2 x Audio",Total fan mounts: 8 x 120 mm or 6 x 140 mm Front: 3 x 120 or 2 x 140 mm (2 x Aspect 140 mm PWM included) Top: 2 x 120/140 mm Rear: 1 x 120 mm Side Bracket: 2 x 120/140 mm,Front: Up to 360/280 mm Top: Up to 240 mm (max 35 mm RAM height) Rear: 120 mm (w/ side bracket in lowest position),355 mm with front fan mounted,"145 mm w/ fan bracket, 170 mm total","255 mm w/ one HDD tray, 155 mm w/ two HDD trays","18.46"" x 8.46"" x 17.6"" with feet/screws/protrusions 17.72"" x 8.46"" x 17.07"" without feet/screws/protrusions",16.76 lbs.,"December 07, 2022",,,No,No,"Sophisticated design accented with real walnut front Designed for ATX / mATX / ITX motherboards Supports GPUs up to 355 mm with front fans Supports GPUs up to 300 mm with 360 mm front radiator Comes with two dedicated 2.5"" mounts and two 3.5""/2.5"" mounts Two Aspect 140 mm PWM fans included Holds 8x 120 mm / 6x 140 mm fans Comes with two combined 3.5""/2.5"" mounts Designated cable management area behind motherboard wall Easy to build in Front I/O features two USB 3.0, one USB Type-C, and headphone/mic jacks Seven bridgeless expansion slots Radiator support: Front - 360/280/240/140/120 mm (151 mm max width), Rear - 120 mm, Top - 240/120 mm (122 mm max width, 35 mm max motherboard component height)",North case Accessory box Fan bracket accessory box User manual,,,
https://www.newegg.com/white-montech-king-95-atx-mid-tower/p/N82E16811970006,169,case,#59 in Computer Cases,Montech,KING 95 PRO (W),ATX Mid Tower,White,SPCC / Tempered Glass,No,,ATX / Micro ATX / Mini ITX,Yes,Bottom / Side / Top,8,5,7,"1 x USB Type-C, 2 x USB 3.0, 2 x Audio, 1 x Button",Side: 120mm*2/140mm*2 Top: 120mm*3/140mm*2 Rear: 120mm*1 Bottom: 120mm*3/140mm*2 Pre-installed Fans: Side: 140mm*2 (Reversed ARGB PWM Fans) Top: 120mm*3(Reversed ARGB PWM Fans) Rear: 120mm*1 (ARGB PWM Fans),Side: 120/140/240/280mm Top: 120/140/240/280/360mm Rear: 120mm,420 mm,175 mm,180mm ATX PSU,475*300*442mm,11.85 kg,"November 20, 2023",KING 95,,,,,,,,
https://www.newegg.com/black-montech-xr-wood-atx-cases/p/N82E16811970017,79,case,,Montech,XR Wood Black,ATX Cases,Black,Steel / Plastic / Wood,No,,ATX / Micro ATX / Mini-ITX,,Bottom / Front / Side / Top,2,2,7,,Front - 3 x 120mm / Rear - 1 x 120mm,Top - Up to 360mm,420 mm,175 mm,230 mm,,,"March 21, 2025",XR Wood,,,,,,,,
https://www.newegg.com/charcoal-black-fractal-design-north-xl-rc-atx-full-tower/p/N82E16811352237,179,case,,Fractal Design,FD-C-NOR1X-05,ATX Full Tower,Charcoal Black,Steel,No,Bottom,ATX / Mini ITX,Yes,,2,4,7,"1x USB 3.2 Gen 2x2 Type-C, 2x USB 3.0, Audio & Mic",Front - 3 x 120mm / Rear - 1 x 120mm / Top - 2 x 140mm / Top - 3 x 120mm,Front - Up to 420mm / Rear - Up to 120mm / Top - Up to 280mm,413 mm,169 mm,290 mm,,,"March 20, 2025",North XL RC,,No,,,,,,
https://www.newegg.com/white-montech-xr-wood-atx-cases/p/N82E16811970018,79,case,,Montech,XR Wood White,ATX Cases,White,Steel / Plastic / Wood,No,,ATX / Micro ATX / Mini-ITX,,Bottom / Front / Side / Top,2,2,7,,Front - 3 x 120mm / Rear - 1 x 120mm,Top - Up to 360mm,420 mm,175 mm,230 mm,,,"March 21, 2025",XR Wood,,,,,,,,
https://www.newegg.com/p/N82E16811353258,68,case,,DIYPC,ARGB-N5-W,ATX case,White,Steel / Tempered Glass,No,Bottom,ATX / E-ATX / Micro ATX / Mini-ITX,Yes,,2,,7,2 x USB 3.0 / 1 x Type C / Audio In & Out (HD),Top: 3 x 120mm fan (Optional) Bottom: 3 x 120mm fan (Optional) MB Side: 2 x 120mm ARGB Reverse Blade PWM Fan (pre-installed) Rear: 1 x 120mm ARGB PWM Fan (pre-installed),"Top support up to 360mm ,rear x 120mm liquid cooler",420 mm,180 mm,200 mm,"17.8"" x 9.53"" x 18""",,"April 30, 2025",,,ARGB,,"DIYPC ARGB-N5-W is a panoramic ATX case with a 270° full view of your masterpiece for building high-performance system. It has front and side tempered glass panel, w/top mesh design allow optimized air flow. The case’s design has bigger interior space to accommodate and improve cooling performance (can support up to 425mm x GPU and 360mm radiator x top). It supports up to 200mm long full ATX power supply to run the most power hungry system. Advanced cable management design – routing the main cable is easy and quick through a hidden channel. There is a large space behind the motherboard for all cables, making the case a clean and beautiful look. 2 ways to control ARGB Fan Lighting: Either by Manual ARGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control ARGB lighting. ARGB HUB controller with PWM is included. Water cooling ready – Top support 360mm , rear support 1 x 120mm radiator Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 3.0 / 1 x Type C for up-to-date high speed data transfer 9 fans capability (2 x 120mm ARGB reverse blade  PWM fan x side, 1 x 120mm ARGB PWM fan x rear pre-installed)  provide great cooling and gaming performance Magnetic dust filter at top - easy clean Support up to 180mm CPU cooler Support up to 425mm VGA card",,,,
https://www.newegg.com/p/2AM-000Z-000C1,172,case,#21 in Computer Cases,LIAN LI,O11DERGBW,ATX / Micro ATX Mid Tower,White,"Steel, Aluminum, Tempered glass",No,,EATX(under 280mm)/ATX/MICRO-ATX/MINI-ITX,Yes,1 x Bottom,"Hard Drive Cage: 2 X 3.5"" HDD or 2.5"" SSD Side fan Bracket: 2 X 3.5"" HDD or 4x 2.5"" SSD","Behind MB Tray: 2 X 2.5"" SSD",,"2 x USB 3.0, 1 x Audio, 3 x Buttons",Side: 120mm x3 / 140mm x3 Bottom: 120mm x3/ 140mm x3 Rear: 120 mm x1 Top: 120mm x3 / 140mm x3,Side: 360 / 280 /240 Bottom: 360 / 280 /240 Top: 360/ 420 /240,455.7 mm(Max),167 mm(Max),ATX(under 220 mm),478 x (W) 290 x (H) 471 mm,17.2 kg,"January 22, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-000Z-000D8,129,case,#17 in Computer Cases,LIAN LI,O11VPX,E-ATX Mid Tower Chassis,Black,Steel 4.0mm Tempered Glass 3.0mm Tempered Glass Aluminum,No,,ATX / ITX / Micro ATX,,,"2 x 3.5"" HDD or 2.5"" SSD (Hard Drive Cage)","2 x 2.5"" SSD (Behind MB Tray)",,2 x USB 3.0 / 1 x USB 3.1 TYPE-C / 1 x Audio,Top: 3 x 120mm or 2 x 140mm Side: 3 x 120mm Bottom: 3 x 120mm or 2 x 140mm Rear: 2 x 120mm,Bottom - Up to 360mm / Side - Up to 360mm / Top - Up to 280mm / Top - Up to 360mm,408 mm,167 mm,220 mm,446 x 286.5 x 445.4 mm,,"October 22, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-00CN-00033,69,case,#23 in Computer Cases,Montech,AIR 100,Micro ATX / Mini-ITX,Black,,No,Bottom,Micro ATX / Mini ITX,Yes,,2,2,4,"1 x USB 2.0, 2 x USB 3.0, 2 x Audio",Front - 2 x 140mm / Front - 3 x 120mm / Rear - 1 x 120mm / Top - 2 x 120mm / Top - 2 x 140mm,Front - Up to 280mm / Rear - Up to 120mm / Top - Up to 240mm,330 mm,161 mm,160 mm,,,"March 14, 2023",,,ARGB,,,,,,
https://www.newegg.com/black-asus-prime-micro-atx-tower/p/2AM-0033-000F0,84,case,,ASUS,AP201 ASUS PRIME CASE MESH,Micro ATX Tower,Black,Steel / Plastic,No,,Micro ATX / Mini ITX,No,Bottom,"3 x 2.5""/3.5"" Combo Bay","1 x 2.5"" Bay",4,"2 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 2 Type-C, Audio",Top: 3 x 120mm / 2 x 140mm fan Rear: 1 x 120mm fan (1 x 120mm fan included) Bottom: 2 x 120mm fan,Top: 360mm / 280mm / 240mm / 140mm / 120mm Rear: 120mm,338 mm,170 mm,180 mm,"13.78"" x 8.07"" x 18.11""",12.79 lbs.,"August 11, 2022",Prime,,,,"Quasi-Filter Mesh Panels: A mesh design comprised of over 57,000 precision-machined 1.5mm holes increases airflow and provides a compelling view of the components within your build. Optimized for Cooling: With support for 280 and 360mm radiators and up to six fans, the AP201 is primed to deal with the thermal onslaught of high-performance hardware. Industry-Leading Spatial Efficiency: Despite a 33L footprint, the AP201 supports ATX PSUs up to 180 mm long, graphics cards up to 338 mm long, custom liquid cooling, and various storage devices. Tool-Free Side Panels: A simple yet secure clip mechanism allows chassis side panels to be easily removed and resistant to accidental dislodging. Sizeable Cable-Management: The AP201 features an extended motherboard tray with strategically placed cutouts and a 32 mm gap to tuck cables out of sight. Front Panel USB Type-C Support: The front panel of the AP201 features a USB 3.2 Gen 2 Type-C port, so users can enjoy transfer speeds of up to 10 Gbps.",,,,
https://www.newegg.com/limestone-thermaltake-tower-300-series-micro-atx-tower-chassis/p/N82E16811133541,109,case,#97 in Computer Cases,Thermaltake,CA-1Y4-00SIWN-00,Micro-ATX Tower Chassis,Limestone,SPCC,No,Bottom,"Mini ITX (6.7"" x 6.7"")/Micro ATX (9.6"" x 9.6"")",3mm Thick Tempered Glass x 3 (Front/Left/Right),,,,4,"1 x USB 3.2 Gen 2 Type-C, 2 x USB 3.0, 1 x Audio","Top:2 x 120mm, 1 x 120mm, 2 x 140mm, 1 x 140mm Rear: 2 x 120mm, 1 x 120mm, 2 x 140mm, 1 x 140mm Right Side(In front of M/B Tray): 3 x 120mm, 2 x 120mm, 1 x 120mm, 3 x 140mm, 2 x 140mm, 1 x 140mm Bottom(On the power cover): 1 x 120mm, 1 x 140mm Pre-installed fans: Top: 140 x 140 x 25 mm CT140 fan (1500rpm, 30.5 dBA ) x 2","Right Side(In front of M/B Tray): 1 x 360mm, 1 x 240mm, 1 x 120mm, 1 x 420mm, 1 x 280mm, 1 x 140mm",280mm(With radiator on the right side) / 400mm(Without radiator on the right side),210 mm,220 mm,22.5 x 14 x 11.5 inch,18.3 lbs,"July 11, 2024",Tower 300 Series,,,,,,"3 x 2.5"" or  3 x 3.5""",,
