title,price,url,brand
"Intel Core i3-13100F Desktop Processor 4 cores (4 P-cores + 0 E-cores) 12MB Cache, up to 4.5 GHz - Box LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-B",348,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781706,N/A
"Intel Core i5-12500 - Core i5 12th Gen Alder Lake 6-Core 3.0 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512500 LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32",445,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781736,N/A
"Intel Core i3-13100F Desktop Processor 4 cores (4 P-cores + 0 E-cores) 12MB Cache, up to 4.5 GHz - Box LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) DCI-P3 98.5%",822,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781522,N/A
"Intel Core i5-12500 - Core i5 12th Gen Alder Lake 6-Core 3.0 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512500 LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2",919,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781552,N/A
PSU CPU Combo -  Cooler Master MPS-8501-AZAP-BUS Bundle with  Intel BX8071514900KF,672,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778672,N/A
PSU CPU Combo -  Cooler Master MPS-8501-AZAP-BUS Bundle with  Intel BX8071514900K,681,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778673,N/A
Open Box AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz - Socket AM5 - 105W Desktop Processor (100-100000593WOF),185,https://www.newegg.com/amd-ryzen-5-7600x-ryzen-5-7000-series/p/N82E16819113770R,AMD
Open Box AMD Ryzen 9 7950X3D - Ryzen 9 7000 Series Zen 4 16-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000908WOF,499,https://www.newegg.com/amd-ryzen-9-7950x3d-ryzen-9-7000-series/p/N82E16819113791R,AMD
"Open Box Intel Core Ultra 5 245K - Core Ultra 5 (Series 2) Arrow Lake 14-Core (6P+8E), LGA 1851, 125W Desktop Processor - BX80768245K",265,https://www.newegg.com/intel-core-ultra-5-245k-arrow-lake-lga-1851-processor/p/N82E16819118508R,Intel
Open Box AMD Ryzen 5 5600G - Ryzen 5 5000 G-Series Cezanne (Zen 3) 6-Core 3.9 GHz Socket AM4 65W AMD Radeon Graphics Desktop Processor - 100-000000252,249,https://www.newegg.com/amd-ryzen-5-5600g-ryzen-5-5000-g-series-cezanne-socket-am4-desktop-processor/p/N82E16819113684R,AMD
Open Box AMD Ryzen 9 7950X - Zen 4 16-Core 4.5 GHz - Socket AM5 - 170W Desktop Processor (100-100000514WOF),455,https://www.newegg.com/amd-ryzen-9-7950x-ryzen-9-7000-series/p/N82E16819113771R,AMD
Open Box AMD Ryzen 7 5700X - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.4 GHz Socket AM4 65W None Integrated Graphics Desktop Processor - 100-100000926WOF,152,https://www.newegg.com/amd-ryzen-7-5700x-ryzen-7-5000-series/p/N82E16819113735R,AMD
Open Box AMD Ryzen 3 4100 - Ryzen 3 4000 Series Renoir (Zen 2) Quad-Core 3.8 GHz Socket AM4 65W None Integrated Graphics Desktop Processor - 100-100000510BOX,61,https://www.newegg.com/p/N82E16819113739R,AMD
Open Box AMD Ryzen 7 5700G - Ryzen 7 5000 G-Series Cezanne (Zen 3) 8-Core 3.8 GHz Socket AM4 65W AMD Radeon Graphics Desktop Processor - 100-000000263,262,https://www.newegg.com/amd-ryzen-7-5700g-ryzen-7-5000-g-series/p/N82E16819113685R,AMD
Used - Like New Intel Core i5-9500 - Core i5 9th Gen 6-Core 3.0 GHz LGA 1151 (300 Series) 65W Intel UHD Graphics 630 Desktop Processor - CM8068403362610,70,https://www.newegg.com/intel-core-i5-9th-gen-core-i5-9500/p/N82E16819118063,Intel
Intel Celeron G530 - Celeron Sandy Bridge Dual-Core 2.4 GHz LGA 1155 65W Intel HD Graphics Desktop Processor - BX80623G530,65,https://www.newegg.com/intel-celeron-g530/p/N82E16819116409,Intel
Intel Core i3-3245 - Core i3 3rd Gen Ivy Bridge Dual-Core 3.4 GHz LGA 1155 55W Intel HD Graphics 4000 Desktop Processor - BX80637I33245,144,https://www.newegg.com/intel-core-i3-3rd-gen-core-i3-3245/p/N82E16819116923,Intel
"Intel Core i9 9th Gen - Core i9-9900K Coffee Lake 8-Core, 16-Thread, 3.6 GHz (5.0 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I99900K Desktop Processor Intel UHD Graphics 630",439,https://www.newegg.com/core-i9-9th-gen-intel-core-i9-9900k/p/N82E16819117957,Intel
Used - Like New AMD Ryzen 7 9700X - Ryzen 7 9000 Series Granite Ridge (Zen 5) 8-Core 3.8 GHz - Socket AM5 65W - Radeon Graphics Processor - 100-100001404WOZ - - International Version With Warranty Of Three Years,324,https://www.newegg.com/amd-ryzen-7-9700x-ryzen-7-9000-series-granite-ridge-socket-am5-processors-desktops/p/274-000M-00203,AMD
Used - Like New AMD RYZEN 3 2200G Quad-Core 3.5 GHz (3.7 GHz Max Boost) Socket AM4 65W YD2200C5FBBOX Desktop Processor,49,https://www.newegg.com/amd-ryzen-3-2200g/p/N82E16819113481,AMD
AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz - Socket AM5 - 105W Desktop Processor (100-100000593WOF),200,https://www.newegg.com/amd-ryzen-5-7600x-ryzen-5-7000-series-raphael-zen-4-socket-am5/p/N82E16819113770,AMD
Intel Core i7-3930K - Core i7 3rd Gen Sandy Bridge-E 6-Core 3.2GHz (3.8GHz Turbo) LGA 2011 130W Desktop Processor - BX80619i73930K,617,https://www.newegg.com/intel-core-i7-3rd-gen-core-i7-3930k/p/N82E16819116492,Intel
Intel Pentium G3260 - Pentium Haswell Dual-Core 3.3 GHz LGA 1150 Desktop Processor - BX80646G3260,77,https://www.newegg.com/intel-pentium-g3260/p/N82E16819117545,Intel
Used - Like New AMD Ryzen 5 1st Gen - RYZEN 5 1600X Summit Ridge (Zen) 6-Core 3.6 GHz (4.0 GHz Turbo) Socket AM4 95W YD160XBCAEWOF Desktop Processor,68,https://www.newegg.com/amd-ryzen-5-1600x/p/N82E16819113434,AMD
"Used - Like New AMD Athlon 200GE 2-Core, 4-Thread, 3.2 GHz Base, Socket AM4 35W YD200GC6FBBOX Desktop Processor",44,https://www.newegg.com/amd-athlon-200ge/p/N82E16819113544,AMD
Intel Core i5 i5-6402P Quad-core (4 Core) 2.80 GHz Processor - Socket H4 LGA-1151 Retail Pack,138,https://www.newegg.com/core-i5-6th-gen-intel-core-i5-6402p/p/274-000A-00076,Intel
Used - Like New Intel Core 2 Quad Q9650 - Core 2 Quad Yorkfield Quad-Core 3.0 GHz LGA 775 95W Desktop Processor - BX80569Q9650,60,https://www.newegg.com/intel-core-2-quad-q9650/p/N82E16819115130,Intel
AMD Ryzen 3 3100 - Ryzen 3 3rd Gen Matisse (Zen 2) Quad-Core 3.6 GHz Socket AM4 65W Desktop Processor - 100-100000284BOX,186,https://www.newegg.com/amd-ryzen-3-3100-ryzen-3-3rd-gen/p/N82E16819113649,AMD
Used - Like New Intel Core i7-4771 - Core i7 4th Gen Haswell Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1150 84W Intel HD Graphics 4600 Desktop Processor - BX80646I74771,85,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4771/p/N82E16819116941,Intel
Intel Core i7 3rd Gen - Core i7-3770 Ivy Bridge Quad-Core 3.4GHz (3.9GHz Turbo) LGA 1155 77W CM8063701211600 Desktop Processor Intel HD Graphics 4000,69,https://www.newegg.com/intel-core-i7-3rd-gen-core-i7-3770/p/N82E16819116957,Intel
Used - Like New Intel Core i5-4670K - Core i5 4th Gen Haswell Quad-Core 3.4 GHz LGA 1150 84W Intel HD Graphics Desktop Processor - BX80646I54670K,44,https://www.newegg.com/intel-core-i5-4th-gen-core-i5-4670k/p/N82E16819116899,Intel
Used - Like New AMD A10-6800K Richland 4.1 GHz (4.4GHz Turbo) Socket FM2 100W Quad-Core Desktop Processor - Black Edition AMD Radeon HD 8670D,52,https://www.newegg.com/amd-a-series-apu-a10-6800k/p/N82E16819113331,AMD
